datetime,open_aapl,high_aapl,low_aapl,close_aapl,volume_aapl,Symbol_aapl,open_msft,high_msft,low_msft,close_msft,volume_msft,Symbol_msft,time
2024-10-09 15:45:00,229.46001,229.75,229.45,229.50999,2335559,AAPL,417.5,417.98999,417.39999,231.67420204659678,1179289,MSFT,15:45:00
2024-10-08 15:45:00,225.39999,225.97501,225.38499,225.78,2612917,AAPL,414.76001,415.64999,414.51999,230.18691090585088,1439131,MSFT,15:45:00
2024-10-07 15:45:00,222.215,222.57001,221.33501,221.72,3475049,AAPL,409.5799,410.12631,409.0,227.34550827352064,1784424,MSFT,15:45:00
2024-10-04 15:45:00,226.31,226.98,226.06,226.78,3658369,AAPL,417.03,417.04001,416.0,230.8750575562539,1734625,MSFT,15:45:00
2024-10-03 15:45:00,224.0769,225.84,223.995,225.67,4682045,AAPL,415.56,417.06,415.45001,231.16364861032895,1283776,MSFT,15:45:00
2024-10-02 15:45:00,227.25,227.37,226.69009,226.81,2030836,AAPL,418.51501,418.89999,417.03,231.4855207026581,1578041,MSFT,15:45:00
2024-10-01 15:45:00,226.17999,226.31,225.8757,226.25999,3336461,AAPL,422.08499,422.97,420.31,233.48893709264613,1390948,MSFT,15:45:00
2024-09-30 15:45:00,231.39,233.0,231.3201,233.0,7945125,AAPL,427.94,430.35001,427.94,238.82211109316717,2238111,MSFT,15:45:00
2024-09-27 15:45:00,227.69,228.0,227.55,227.82001,3002242,AAPL,428.495,428.64999,427.54001,237.54015013990877,1388995,MSFT,15:45:00
2024-09-26 15:45:00,227.37,227.74001,226.99001,227.62,3100534,AAPL,431.3371,431.60001,430.5,239.36042370124537,1150861,MSFT,15:45:00
2024-09-25 15:45:00,225.34,226.44,225.33,226.31,2991332,AAPL,431.9603,432.28,431.42999,239.7655511105476,908061,MSFT,15:45:00
2024-09-24 15:45:00,227.0899,227.5,226.37,227.36,3381322,AAPL,429.12,429.39999,428.28,238.25050079799135,1427282,MSFT,15:45:00
2024-09-23 15:45:00,225.99001,226.64,225.81,226.45,2770330,AAPL,434.0,434.3212,433.11499,240.503644291597,793900,MSFT,15:45:00
2024-09-20 15:45:00,232.89999,232.92,227.62,228.53,20254248,AAPL,437.76999,437.92001,435.14999,241.53587814123776,2764228,MSFT,15:45:00
2024-09-19 15:45:00,229.155,229.48,228.28999,228.82001,5589017,AAPL,438.48499,439.32001,437.70999,243.4504840501219,1330606,MSFT,15:45:00
2024-09-18 15:45:00,220.82001,221.05,219.88,220.69,4337992,AAPL,432.0,432.67999,430.45001,239.04964528833423,1386267,MSFT,15:45:00
2024-09-17 15:45:00,216.42,216.85001,216.31,216.85001,3306195,AAPL,434.41,435.19,434.20999,241.49702529000936,1206213,MSFT,15:45:00
2024-09-16 15:45:00,216.53,216.60001,216.17999,216.3,3518416,AAPL,431.31,431.62,430.88,239.43256868995687,948973,MSFT,15:45:00
2024-09-13 15:45:00,222.75999,222.843,222.33,222.46001,3292135,AAPL,431.10001,431.21991,430.48001,238.9497577766559,1856088,MSFT,15:45:00
2024-09-12 15:45:00,223.25,223.3,222.44,222.87,4175272,AAPL,426.60999,427.14999,425.39999,237.01848637537938,1704261,MSFT,15:45:00
2024-09-11 15:45:00,222.06,223.0,221.98,222.86,4089053,AAPL,420.81,423.98999,420.73001,234.7153963511273,2165723,MSFT,15:45:00
2024-09-10 15:45:00,220.78,221.11,219.67999,220.17,3644349,AAPL,412.17999,414.73999,412.125,229.88168765707056,1956951,MSFT,15:45:00
2024-09-09 15:45:00,220.02499,221.0365,219.75999,220.99001,5055482,AAPL,403.78,405.91,403.39001,225.15896015411022,1288390,MSFT,15:45:00
2024-09-06 15:45:00,220.77,221.55,220.14,220.91,3511201,AAPL,401.45001,402.64999,401.0,222.93911434760219,1521408,MSFT,15:45:00
2024-09-05 15:45:00,222.185,222.42999,221.8101,222.39999,2479678,AAPL,407.255,408.39001,406.97,226.62405283679098,1327862,MSFT,15:45:00
2024-09-04 15:45:00,221.10001,221.4301,220.64,220.78999,3487321,AAPL,410.04001,410.92001,408.70999,226.85158703195808,1359171,MSFT,15:45:00
2024-09-03 15:45:00,221.8175,222.78,221.17,222.75,4991628,AAPL,408.72,409.67001,407.03,227.2789184489399,2028492,MSFT,15:45:00
2024-08-30 15:45:00,228.67999,229.85001,228.60001,228.86,5676911,AAPL,414.01501,417.45001,413.67999,231.4966254813052,2523735,MSFT,15:45:00
2024-08-29 15:45:00,230.10001,230.5,229.33,229.81,3467126,AAPL,413.47,413.87,411.92999,229.27677967479713,1691302,MSFT,15:45:00
2024-08-28 15:45:00,227.34,227.53999,226.34,226.49001,2687825,AAPL,410.60001,411.79999,410.35999,227.8116758928873,1300316,MSFT,15:45:00
2024-08-27 15:45:00,228.10989,228.2399,227.75,228.14,2512708,AAPL,413.76999,414.07999,413.0,229.6708023054523,1031227,MSFT,15:45:00
2024-08-26 15:45:00,226.625,227.28,226.36,227.25999,2726279,AAPL,412.67001,413.63,412.32501,229.53760045783278,1075113,MSFT,15:45:00
2024-08-23 15:45:00,226.465,227.10001,226.23,226.77361,2433162,AAPL,415.54001,417.14001,414.94,231.185835969165,1692125,MSFT,15:45:00
2024-08-22 15:45:00,224.4514,224.92,224.03,224.53,3673271,AAPL,414.95999,416.32001,414.70999,230.6530785252176,1930717,MSFT,15:45:00
2024-08-21 15:45:00,225.39999,226.56,225.36,226.39999,2743096,AAPL,422.98001,424.22,422.89001,235.35915718462914,1144769,MSFT,15:45:00
2024-08-20 15:45:00,226.66,226.92999,226.39999,226.49001,1770867,AAPL,424.54999,425.44,424.54999,235.78647195276744,1280964,MSFT,15:45:00
2024-08-19 15:45:00,225.22,225.97,225.03,225.89999,3789980,AAPL,419.67001,421.60999,419.5,233.96064322730007,1510972,MSFT,15:45:00
2024-08-16 15:45:00,225.83,226.14,225.53999,226.10001,2314280,AAPL,418.60501,418.82001,418.32999,232.27357151358297,996297,MSFT,15:45:00
2024-08-15 15:45:00,224.92999,224.92999,223.845,224.71001,4032523,AAPL,419.89499,421.10999,419.12,233.69427282974812,1739736,MSFT,15:45:00
2024-08-14 15:45:00,221.87,222.35001,221.5744,221.62,3133057,AAPL,415.85999,417.72,415.63,231.20803997684462,1625309,MSFT,15:45:00
2024-08-13 15:45:00,220.78951,221.28,220.56261,221.27,2835241,AAPL,413.29001,414.09,412.51999,229.73183696590223,1957144,MSFT,15:45:00
2024-08-12 15:45:00,216.914,217.63,216.59,217.55,2219616,AAPL,405.35999,406.95999,405.14001,225.82491944567712,1073742,MSFT,15:45:00
2024-08-09 15:45:00,216.25,216.60001,215.34,216.3,3798561,AAPL,406.41,406.85501,405.75,225.32544303998378,1263686,MSFT,15:45:00
2024-08-08 15:45:00,213.035,213.52,212.50999,213.34,3019380,AAPL,402.76001,403.31,401.63,223.66055868510276,1473825,MSFT,15:45:00
2024-08-07 15:45:00,210.57001,210.83,209.41,209.86,3893889,AAPL,399.95001,400.23499,397.47,220.98565558748962,1641626,MSFT,15:45:00
2024-08-06 15:45:00,207.9299,208.34,206.39999,207.125,4967888,AAPL,400.80499,401.64001,399.23001,221.6682470737618,2379211,MSFT,15:45:00
2024-08-05 15:45:00,207.57001,209.35001,206.8201,209.19,7863246,AAPL,393.54999,395.62,393.26001,219.3374200761574,2716873,MSFT,15:45:00
2024-08-02 15:45:00,222.02,222.24001,219.06,219.8,8006267,AAPL,407.45999,409.01999,405.92999,226.69619782550248,2369745,MSFT,15:45:00
2024-08-01 15:45:00,217.88499,219.14,217.13499,218.28,5176448,AAPL,414.57999,418.16,414.55499,231.4522230155605,2042544,MSFT,15:45:00
2024-07-31 15:45:00,222.84,222.98,221.66,221.99001,3952670,AAPL,418.45001,419.0,415.8501,232.12927598654542,2934884,MSFT,15:45:00
2024-07-30 15:45:00,219.0,219.92,218.62,218.78999,4129228,AAPL,422.25,425.19,422.03,234.42682194589577,2363463,MSFT,15:45:00
2024-07-29 15:45:00,219.095,219.12,218.0,218.21001,2820846,AAPL,428.42001,428.48001,426.625,236.85754200479303,1323092,MSFT,15:45:00
2024-07-26 15:45:00,218.27,218.27,217.13,218.12,2924581,AAPL,425.64001,426.0,423.85999,236.13054250316165,1564609,MSFT,15:45:00
2024-07-25 15:45:00,219.33,219.39,217.33,217.49001,4610194,AAPL,420.17001,420.17001,417.94,232.19586581112617,2283677,MSFT,15:45:00
2024-07-24 15:45:00,218.39999,218.78,217.7,218.57001,5411158,AAPL,429.23999,429.87,427.73001,238.04516506088936,2481527,MSFT,15:45:00
2024-07-23 15:45:00,224.84,225.28,224.32001,225.00999,2792204,AAPL,443.63,444.92001,443.51001,246.85240329821,1019138,MSFT,15:45:00
2024-07-22 15:45:00,224.866,224.92999,223.78,223.92999,3366943,AAPL,443.73001,443.87,442.58499,245.7702229179228,1290149,MSFT,15:45:00
2024-07-19 15:45:00,224.33,224.68159,224.00999,224.38,3995653,AAPL,436.35001,437.20999,436.01001,242.56810089164946,1682353,MSFT,15:45:00
2024-07-18 15:45:00,224.63,225.14999,223.825,224.19,3544134,AAPL,439.17001,441.01001,438.63,244.39392406750235,1958529,MSFT,15:45:00
2024-07-17 15:45:00,229.22,229.82001,228.61,228.88499,4416987,AAPL,443.10999,444.26999,443.0,246.15314631954544,1842144,MSFT,15:45:00
2024-07-16 15:45:00,234.63,234.98,234.42,234.81,2013525,AAPL,449.78,450.10999,449.14001,249.44961734220988,1301835,MSFT,15:45:00
2024-07-15 15:45:00,234.08,234.5,233.09,234.42,4193462,AAPL,452.31,454.25,451.64999,251.9747030463418,1281290,MSFT,15:45:00
2024-07-12 15:45:00,230.52,231.03999,229.91,230.57001,3787269,AAPL,453.75,454.10999,452.10001,251.81931383988626,1483416,MSFT,15:45:00
2024-07-11 15:45:00,228.14999,228.7,227.55,227.55,4721597,AAPL,454.66,455.89999,454.64499,252.34651611970287,1771403,MSFT,15:45:00
2024-07-10 15:45:00,232.405,233.08,232.39,232.91,5207271,AAPL,464.92001,466.45999,464.89001,258.8229218098046,1471840,MSFT,15:45:00
2024-07-09 15:45:00,228.36501,228.78,228.27,228.7,3312922,AAPL,458.91559,459.58789,458.0,255.02143586615955,1843638,MSFT,15:45:00
2024-07-08 15:45:00,227.25,227.84,227.125,227.8,4535507,AAPL,465.26999,466.53,465.07999,258.7729808287727,1542450,MSFT,15:45:00
2024-07-05 15:45:00,225.66,226.45,225.58,226.31,5060329,AAPL,467.67999,467.98001,466.98999,259.3834384255624,1198888,MSFT,15:45:00
2024-07-02 15:45:00,219.685,220.38,219.5,220.37,4054560,AAPL,458.76001,459.59,458.62259,254.9603956560951,1161573,MSFT,15:45:00
2024-07-01 15:45:00,216.01649,217.0,215.85001,216.73,4194580,AAPL,455.42001,457.37,455.26999,253.41760282057203,2388543,MSFT,15:45:00
2024-06-28 15:45:00,213.52,213.5799,210.3,210.61,10573825,AAPL,452.64001,452.89001,446.41,248.4506922788958,4893285,MSFT,15:45:00
2024-06-27 15:45:00,213.75999,214.11,213.145,214.10001,3892334,AAPL,452.36499,453.22,452.25,251.3198374341929,1409692,MSFT,15:45:00
2024-06-26 15:45:00,213.295,213.5,212.72,213.12,4372340,AAPL,451.67999,452.59,450.88,250.90917150960342,1331507,MSFT,15:45:00
2024-06-25 15:45:00,209.905,210.05,208.82001,209.076,4728608,AAPL,450.2291,451.42001,450.07001,250.20991453093887,1113908,MSFT,15:45:00
2024-06-24 15:45:00,208.32001,208.91,207.87,208.14999,6115326,AAPL,447.995,448.29999,447.32999,248.4062898131511,1500934,MSFT,15:45:00
2024-06-21 15:45:00,210.52499,210.75,207.11,207.11,16210132,AAPL,448.98999,450.54999,448.78,249.61056171279623,2113259,MSFT,15:45:00
2024-06-20 15:45:00,209.38499,209.73,208.85001,209.56,6829973,AAPL,444.82001,446.04001,444.20999,247.39349071354636,1585055,MSFT,15:45:00
2024-06-18 15:45:00,214.96001,215.03999,213.91,214.38,5610031,AAPL,446.26999,446.91,446.07999,247.745896784944,1194269,MSFT,15:45:00
2024-06-17 15:45:00,217.33,217.39999,215.48,216.71001,7762987,AAPL,449.80661,449.82999,448.08499,248.8391708446492,1966456,MSFT,15:45:00
2024-06-14 15:45:00,211.85001,212.58791,211.42,212.52,5876864,AAPL,441.7619,442.72,441.5,245.59818486791843,990702,MSFT,15:45:00
2024-06-13 15:45:00,214.11501,214.88,213.96001,214.13,6712869,AAPL,441.5,442.13,441.22,244.9599791985474,1450092,MSFT,15:45:00
2024-06-12 15:45:00,214.175,214.73,212.84,213.11169,16259336,AAPL,440.23999,442.28,439.91,244.7380001675111,2148007,MSFT,15:45:00
2024-06-11 15:45:00,206.245,207.16,205.98,207.14,11440028,AAPL,431.67001,432.82001,430.78,240.10962166094185,1606953,MSFT,15:45:00
2024-06-10 15:45:00,192.75999,193.19,192.28999,193.13,6504727,AAPL,426.905,428.06,426.57999,237.45135630764847,1351149,MSFT,15:45:00
2024-06-07 15:45:00,196.80119,196.94,196.36,196.89999,5035540,AAPL,423.85001,424.44,423.04999,235.2037679781736,1186925,MSFT,15:45:00
2024-06-06 15:45:00,195.005,195.24001,194.17999,194.48,4494502,AAPL,423.56,424.70001,423.44,235.57558105153464,1161698,MSFT,15:45:00
2024-06-05 15:45:00,196.19,196.2,195.62,195.89999,4046822,AAPL,422.39001,424.07999,422.12,235.32585949753152,1701510,MSFT,15:45:00
2024-06-04 15:45:00,194.785,194.87,194.17999,194.36501,3029084,AAPL,415.42801,416.44,414.94,230.90281672806427,1348800,MSFT,15:45:00
2024-06-03 15:45:00,193.47,194.11,193.34,194.09,3701263,AAPL,411.99429,413.64999,411.98999,229.55979891589786,1435071,MSFT,15:45:00
2024-05-31 15:45:00,191.44,192.4799,191.43069,192.39,7770342,AAPL,407.42239,415.73001,407.2879,230.47965307158415,5818734,MSFT,15:45:00
2024-05-30 15:45:00,191.47971,191.84,190.85001,191.28999,5243899,AAPL,415.57001,415.82001,414.23999,230.10922185223765,2517629,MSFT,15:45:00
2024-05-29 15:45:00,190.802,190.925,189.98,190.38,5514949,AAPL,429.42999,429.565,428.63,238.27270480567094,1343885,MSFT,15:45:00
2024-05-28 15:45:00,189.52,190.10001,189.33,190.10001,3647286,AAPL,428.84,430.45999,428.52979,238.81101741374917,1339546,MSFT,15:45:00
2024-05-24 15:45:00,189.965,190.09,189.84,190.0,2585285,AAPL,429.83499,430.32999,429.53,238.70556918832548,997242,MSFT,15:45:00
2024-05-23 15:45:00,187.28,187.3,186.625,186.91,4146095,AAPL,426.54999,427.34,426.10599,237.05177851286248,1136006,MSFT,15:45:00
2024-05-22 15:45:00,190.88651,191.07001,190.39999,190.89999,3217851,AAPL,428.07001,430.59,427.5498,238.92199860484553,1879438,MSFT,15:45:00
2024-05-21 15:45:00,192.62,192.62,192.28,192.35001,3684256,AAPL,429.16,430.07001,428.75,238.1173155992154,1604781,MSFT,15:45:00
2024-05-20 15:45:00,191.255,191.32001,190.81,191.08,3743430,AAPL,425.0,425.48001,424.43701,236.09724481606403,1268641,MSFT,15:45:00
2024-05-17 15:45:00,190.08,190.136,189.75999,189.92,4430605,AAPL,420.08969,420.26001,419.48999,233.21699488211985,1205541,MSFT,15:45:00
2024-05-16 15:45:00,189.895,190.22,189.6701,189.89999,4376174,AAPL,420.41,421.56,420.35101,233.59991828374248,2023185,MSFT,15:45:00
2024-05-15 15:45:00,189.94501,190.112,189.5,189.74001,6330134,AAPL,423.42999,423.57001,422.56,234.83193270635445,2147733,MSFT,15:45:00
2024-05-14 15:45:00,187.83,187.91,187.16,187.39,4363899,AAPL,417.07999,417.19,416.39999,231.09705323613372,1128195,MSFT,15:45:00
2024-05-13 15:45:00,186.97501,187.02,186.07001,186.285,7501639,AAPL,413.98001,414.10001,413.38,229.6153006106751,1134616,MSFT,15:45:00
2024-05-10 15:45:00,182.98,183.2,182.95,183.0,3426954,AAPL,414.42529,415.13,414.31,230.10922185223765,917433,MSFT,15:45:00
2024-05-09 15:45:00,184.48,184.64999,184.39,184.64999,4254331,AAPL,412.29999,412.42001,412.0,228.80506244091416,1336374,MSFT,15:45:00
2024-05-08 15:45:00,182.905,183.05,182.685,182.74001,3256147,AAPL,410.10501,410.94,409.98001,227.7950270493385,960927,MSFT,15:45:00
2024-05-07 15:45:00,182.27,182.67999,182.27,182.37,3390926,AAPL,409.60001,410.47,409.09,227.0735827118379,2000115,MSFT,15:45:00
2024-05-06 15:45:00,181.895,182.02,181.25,181.7,5758787,AAPL,412.29999,413.92001,412.10001,229.55426040061064,1483871,MSFT,15:45:00
2024-05-03 15:45:00,184.245,184.25999,183.05,183.39,10757301,AAPL,406.60001,407.14999,406.10999,225.78051697993243,1662492,MSFT,15:45:00
2024-05-02 15:45:00,172.91499,173.41499,172.53999,173.09,6780531,AAPL,397.44,398.04999,397.13,220.84136006045208,1303086,MSFT,15:45:00
2024-05-01 15:45:00,171.255,171.5787,169.25,169.28999,6203233,AAPL,397.73361,398.32999,394.79999,219.15427169789146,2205102,MSFT,15:45:00
2024-04-30 15:45:00,172.715,172.94,170.02,170.09,10631248,AAPL,393.13,393.69,389.17001,216.0326135324895,3773127,MSFT,15:45:00
2024-04-29 15:45:00,173.80499,173.89999,173.12,173.49001,4554081,AAPL,401.19,402.28,401.01001,223.2110399092849,1353502,MSFT,15:45:00
2024-04-26 15:45:00,169.895,170.03999,169.19,169.28999,4698947,AAPL,407.44989,407.81,406.09,225.39204951340807,2152759,MSFT,15:45:00
2024-04-25 15:45:00,169.595,170.00999,169.50999,169.89999,4795953,AAPL,398.6275,399.88989,398.47,221.712655089121,2509548,MSFT,15:45:00
2024-04-24 15:45:00,169.185,169.3,168.67,168.95,4118228,AAPL,408.85001,409.64069,408.70999,226.9015335626045,909628,MSFT,15:45:00
2024-04-23 15:45:00,166.98,167.05,166.755,166.91,4213814,AAPL,407.45001,407.72,406.85001,226.13624172081086,1336400,MSFT,15:45:00
2024-04-22 15:45:00,166.37,166.69,165.64,165.84,4047837,AAPL,400.84991,401.89999,400.17499,222.43965459075238,1309124,MSFT,15:45:00
2024-04-19 15:45:00,165.00999,165.14,164.81,164.92999,4974194,AAPL,398.14001,399.44,397.98001,221.49065940924115,2325239,MSFT,15:45:00
2024-04-18 15:45:00,167.19,167.3743,166.77499,167.03999,3116056,AAPL,404.815,405.62,404.03,224.2876651254413,1904928,MSFT,15:45:00
2024-04-17 15:45:00,168.25031,168.545,168.0,168.0,3675803,AAPL,412.5509,413.16,411.72,228.49982254329026,1156521,MSFT,15:45:00
2024-04-16 15:45:00,169.66,169.92999,169.28,169.33791,4098870,AAPL,415.52811,415.94,414.22,230.03152169939534,1174534,MSFT,15:45:00
2024-04-15 15:45:00,173.47391,173.61,172.66,172.685,4605880,AAPL,413.60001,414.51001,413.48999,229.52095161428397,1552355,MSFT,15:45:00
2024-04-12 15:45:00,176.31,176.74001,176.28999,176.565,7941848,AAPL,421.8201,422.245,421.25,234.26032796079315,1290806,MSFT,15:45:00
2024-04-11 15:45:00,175.19501,175.46001,174.85001,175.03999,9642275,AAPL,428.84,428.94,427.79001,237.45135630764847,1263928,MSFT,15:45:00
2024-04-10 15:45:00,168.52,168.685,167.7,167.75,3615448,AAPL,422.64001,423.755,422.47,234.82083902693643,1400433,MSFT,15:45:00
2024-04-09 15:45:00,169.19501,169.73,168.94,169.69,3790109,AAPL,424.88531,426.5,424.48001,236.59616626030575,1239973,MSFT,15:45:00
2024-04-08 15:45:00,168.62,168.705,168.325,168.46001,3816254,AAPL,425.34,425.78,424.47,235.66993004792576,1689586,MSFT,15:45:00
2024-04-05 15:45:00,169.815,169.94,169.5,169.57001,3271314,AAPL,425.16,426.51001,425.14001,236.05839751445015,1471134,MSFT,15:45:00
2024-04-04 15:45:00,169.31,169.74001,168.83,168.89,5625021,AAPL,419.32001,419.92001,417.57001,231.91838508531265,2220616,MSFT,15:45:00
2024-04-03 15:45:00,170.02,170.14999,169.47,169.66,4796762,AAPL,421.51999,421.64999,419.79999,233.3557352450266,2280954,MSFT,15:45:00
2024-04-02 15:45:00,169.07001,169.22009,168.77,168.94,4876060,AAPL,421.84241,422.20999,421.09,233.8940478531048,1775917,MSFT,15:45:00
2024-04-01 15:45:00,169.995,170.14,169.87,170.00999,4592986,AAPL,423.64001,425.14999,423.42001,235.60334022334504,1948185,MSFT,15:45:00
2024-03-28 15:45:00,172.095,172.19,171.25999,171.52,5108431,AAPL,421.37,421.87,419.92001,233.10045852689268,2049734,MSFT,15:45:00
2024-03-27 15:45:00,173.395,173.60001,173.06,173.41,6229222,AAPL,421.73001,422.04999,420.95001,233.89960301723562,1822775,MSFT,15:45:00
2024-03-26 15:45:00,170.17999,170.28,169.60001,169.815,7539834,AAPL,422.13,423.04999,421.38,234.12713721240266,2358906,MSFT,15:45:00
2024-03-25 15:45:00,171.72749,171.85001,170.78999,170.86,5326015,AAPL,423.64001,423.82001,422.32001,234.68765382816048,1942894,MSFT,15:45:00
2024-03-22 15:45:00,172.84,172.84,172.24001,172.25,5855731,AAPL,428.92001,429.70001,428.60999,237.90086953385182,1449163,MSFT,15:45:00
2024-03-21 15:45:00,170.94,171.57001,170.91499,171.39999,6681810,AAPL,429.37,429.92999,429.09,238.28379848508897,1327878,MSFT,15:45:00
2024-03-20 15:45:00,178.06,178.67,177.94501,178.66,5392112,AAPL,423.94949,425.25,423.81,235.95296593787003,1897137,MSFT,15:45:00
2024-03-19 15:45:00,176.3425,176.53999,175.78999,176.08,4579331,AAPL,420.41931,421.54999,420.41,233.84965648658917,1306313,MSFT,15:45:00
2024-03-18 15:45:00,175.02499,175.0285,173.52,173.7,5857484,AAPL,419.35501,419.35999,416.92999,231.62426106556487,1635530,MSFT,15:45:00
2024-03-15 15:45:00,171.77,172.60001,171.478,172.57001,4904377,AAPL,416.22,417.27991,416.14999,231.09815760942246,1265560,MSFT,15:45:00
2024-03-14 15:45:00,172.97,173.2825,172.77,173.08,5500705,AAPL,424.1366,425.5,423.60001,236.13054250316165,2591810,MSFT,15:45:00
2024-03-13 15:45:00,171.59,171.705,171.03999,171.17,4077258,AAPL,415.57001,416.0,414.85001,230.425538780436,1428209,MSFT,15:45:00
2024-03-12 15:45:00,173.705,173.86,173.14999,173.22,4402557,AAPL,414.75,415.57001,414.685,230.4532979522464,1580539,MSFT,15:45:00
2024-03-11 15:45:00,172.91499,173.0699,172.45,172.78999,4300598,AAPL,404.98999,405.13,404.09,224.5262985496409,1382116,MSFT,15:45:00
2024-03-08 15:45:00,171.13499,171.47,170.72,170.74001,6121592,AAPL,405.76999,406.75,405.76001,225.40869835695688,1353391,MSFT,15:45:00
2024-03-07 15:45:00,169.44,169.45,168.89999,168.98,5274605,AAPL,409.19,409.5,408.48999,226.97923371544678,1694994,MSFT,15:45:00
2024-03-06 15:45:00,169.16499,169.38,168.87,169.12,20451114,AAPL,402.0,402.82001,401.67001,223.26098643993132,7009123,MSFT,15:45:00
2024-03-05 15:45:00,170.07001,170.2,169.95,170.17,30511469,AAPL,401.85501,402.85001,401.38,223.5662263375552,8681169,MSFT,15:45:00
2024-03-04 15:45:00,175.1133,175.25999,174.95,175.09,27174365,AAPL,415.16,415.16,414.57999,230.23130227236655,5283289,MSFT,15:45:00
2024-03-01 15:45:00,179.64,179.8,179.55,179.64,3959727,AAPL,415.67001,415.82999,415.01001,230.61978083811996,1321069,MSFT,15:45:00
2024-02-29 15:45:00,180.23,181.11,179.57001,180.77,10955047,AAPL,410.70999,414.20001,410.66,229.4321688812527,4090163,MSFT,15:45:00
2024-02-28 15:45:00,181.14999,181.47,180.91,181.42,3635072,AAPL,407.215,407.82999,406.98001,226.27997673678223,1396787,MSFT,15:45:00
